Number of Records Retrieved: 10180,,,,,,,,,,,,,,,,,,,,,
STOCKING_EVENT_RECORD_NUM,RECORD_STATUS,STOCKING_YEAR,DESTINATION_WATERBODY_LID,DESTINATION_WATERBODY_NAME,INVENTORY_COMMENTS,STOCKING_COMMENTS,MARKING_COMMENTS,,,,,,,,,,,,,,
1141,APPROVED,2003,15-7055-53335,McKecknie L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1142,APPROVED,2003,16-2940-53721,Stephens L.,,Stocking: truck- pail-lake,,,,,,,,,,,,,,,
1143,APPROVED,2003,16-3770-54144,Pocket L.,,Stocking: truck-bags-backpack-lake,,,,,,,,,,,,,,,
1144,APPROVED,2003,16-3742-54175,Shale L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1145,APPROVED,2003,16-3622-54289,Sigh L.,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
1146,APPROVED,2003,16-3800-54060,Fall L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1147,APPROVED,2003,15-6737-53919,Sitches L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1148,APPROVED,2003,16-3595-55754,Secret L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
2020,APPROVED,2002,17-6286-51814,Round L.,H7612,,,,,,,,,,,,,,,,
2021,APPROVED,2002,17-6295-51774,Blue L.,H6307,,,,,,,,,,,,,,,,
2022,APPROVED,2002,17-6361-51750,Big McDougal L.,H6308,,,,,,,,,,,,,,,,
2023,APPROVED,2002,17-6259-51780,Jimmie L.,H6309,,,,,,,,,,,,,,,,
2024,APPROVED,2002,17-5737-51079,Dokis P.,H7941,IR 9,,,,,,,,,,,,,,,
2025,APPROVED,2002,17-6307-51843,Troutbait L.,H7940,McAuslin Twp,,,,,,,,,,,,,,,
2026,APPROVED,2002,17-6331-51776,Wyse L.,H7936,,,,,,,,,,,,,,,,
2027,APPROVED,2002,17-6292-51794,Orient L.,H7935,,,,,,,,,,,,,,,,
2028,APPROVED,2002,17-6259-51780,Jimmie L.,H7933,,,,,,,,,,,,,,,,
2029,APPROVED,2002,17-6345-51761,Little McDougal L.,H7934,,,,,,,,,,,,,,,,
2030,APPROVED,2002,17-6607-51439,Montreuil L.,H7670,Mattawan Twp.,,,,,,,,,,,,,,,
2031,APPROVED,2002,17-6446-51426,Mirror L.,H7672,Phelps Twp.,,,,,,,,,,,,,,,
2033,APPROVED,2002,17-6446-51426,Mirror L.,H7678,Phelps Twp.,,,,,,,,,,,,,,,
2034,APPROVED,2002,17-6180-51383,White Fawn L.,H7679,Widdifield Twp.,,,,,,,,,,,,,,,
2035,APPROVED,2002,17-6421-51475,Twenty Minute L.,H764,French Twp.,,,,,,,,,,,,,,,
2036,APPROVED,2002,17-6421-51475,Twenty Minute L.,H7676,French Twp.,,,,,,,,,,,,,,,
2037,APPROVED,2002,17-6421-51475,Twenty Minute L.,H7677,French Twp.,,,,,,,,,,,,,,,
2039,APPROVED,2002,17-6491-51532,Sparks L.,H7622,Butler Twp.,,,,,,,,,,,,,,,
2710,APPROVED,2003,16-3915-54232,Peter's L.,,Stocking: loaded onto a helicopter at the Dorion FCS,,,,,,,,,,,,,,,
2711,APPROVED,2003,16-3924-54227,Blake's L.,,Stocking: loaded onto a helicopter at the Dorion FCS,,,,,,,,,,,,,,,
2712,APPROVED,2003,16-3842-54153,Thompson L.,,Stocking: loaded onto a helicopter at the Dorion FCS,,,,,,,,,,,,,,,
2713,APPROVED,2003,16-3842-54320,McMaster L. 79 (Hans's L.),,Stocking: loaded onto a helicopter at the Dorion FCS,,,,,,,,,,,,,,,
2714,APPROVED,2003,16-3921-54291,Hele L. 20,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
2716,APPROVED,2003,16-3876-54249,Hele L. 22,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
2719,APPROVED,2002,17-5827-53554,Pall L.,H5685,,,,,,,,,,,,,,,,
2720,APPROVED,2002,17-5790-53592,Cochenour L.,H5686,,,,,,,,,,,,,,,,
2721,APPROVED,2002,17-5963-53474,Daughter L.,H5688,,,,,,,,,,,,,,,,
2722,APPROVED,2002,17-5219-53018,Yarrow L. 27,H5690,"Yarrow #27, L.",,,,,,,,,,,,,,,
2723,APPROVED,2002,17-5211-53131,Gerry L.,H5691,,,,,,,,,,,,,,,,
2724,APPROVED,2002,17-5202-53053,Yarrow L. 19,H5692,,,,,,,,,,,,,,,,
2726,APPROVED,2002,17-5234-53014,Charles L.,H5697,,,,,,,,,,,,,,,,
2728,APPROVED,2002,17-5186-53250,Sullivan L.,H5700,,,,,,,,,,,,,,,,
2729,APPROVED,2002,17-5186-53242,Francourt L.,H5702,,,,,,,,,,,,,,,,
2730,APPROVED,2002,17-5263-52782,Leta L.,H5704,,,,,,,,,,,,,,,,
2737,APPROVED,2002,17-5670-52897,Mearow L.,H5712,,,,,,,,,,,,,,,,
2738,APPROVED,2002,17-5749-52833,Collacutt L.,H5713,,,,,,,,,,,,,,,,
2740,APPROVED,2002,17-5681-52589,Big Chief L.,H5716,,,,,,,,,,,,,,,,
2741,APPROVED,2002,17-5957-53022,Crystal L.,H5717,Crystal L. (Bayly),,,,,,,,,,,,,,,
2742,APPROVED,2002,17-5368-52742,Roadhouse L. 19,H5718,Roadhouse #19 L.,,,,,,,,,,,,,,,
2744,APPROVED,2002,17-5990-53004,Clear L.,H5720,,,,,,,,,,,,,,,,
2745,APPROVED,2002,17-5113-52698,Elkhorn L.,H5719,,,,,,,,,,,,,,,,
2746,APPROVED,2002,17-5977-53024,Wendigo L.,H5721,,,,,,,,,,,,,,,,
2747,APPROVED,2002,17-5739-53703,Clermont L.,H5722,,,,,,,,,,,,,,,,
2748,APPROVED,2002,17-5731-53351,O'Connell L.,H5723,,,,,,,,,,,,,,,,
2749,APPROVED,2002,17-5814-53594,Driscoll L.,H5724,,,,,,,,,,,,,,,,
2750,APPROVED,2002,17-5814-53593,Armitage L.,H5726,,,,,,,,,,,,,,,,
2751,APPROVED,2002,17-5765-53629,Brinnie L.,H5727,,,,,,,,,,,,,,,,
1149,APPROVED,2003,16-3615-55776,Blue L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1150,APPROVED,2003,16-3501-55631,Chimney L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1151,APPROVED,2003,16-3132-54041,Dog L.,,Stocking: truck-boat-lake,,,,,,,,,,,,,,,
1936,APPROVED,2002,17-3673-51376,Mink L.,H6513,,,,,,,,,,,,,,,,
1937,APPROVED,2002,17-3586-51340,Pistol L.,H6514,,,,,,,,,,,,,,,,
1939,APPROVED,2002,17-3548-51965,Thin L.,H6516,,,,,,,,,,,,,,,,
1940,APPROVED,2002,17-3589-51914,Slender L.,H6517,,,,,,,,,,,,,,,,
1941,APPROVED,2002,17-3638-51787,Reed L.,H6518,,,,,,,,,,,,,,,,
1943,APPROVED,2002,17-3677-51735,Tee L.,H6520,,,,,,,,,,,,,,,,
1945,APPROVED,2002,17-3480-51606,Speckle L.,H6523,,,,,,,,,,,,,,,,
1946,APPROVED,2002,17-3742-51472,Hidden L.,H6524,,,,,,,,,,,,,,,,
1947,APPROVED,2002,17-3776-51312,Trout L.,H6526,,,,,,,,,,,,,,,,
1948,APPROVED,2002,17-3743-51307,Marshland L.,H6527,,,,,,,,,,,,,,,,
1949,APPROVED,2002,17-3731-51699,Moon L.,H6528,,,,,,,,,,,,,,,,
1950,APPROVED,2002,17-3675-51552,Minnow L.,H6529,,,,,,,,,,,,,,,,
1951,APPROVED,2002,17-3201-51669,Little Lafoe L.,H6530,,,,,,,,,,,,,,,,
1952,APPROVED,2002,17-3153-51566,Damn L.,H6531,,,,,,,,,,,,,,,,
2040,APPROVED,2002,17-6502-51114,Little Clear L.,H7625,Boulter Twp.,,,,,,,,,,,,,,,
2041,APPROVED,2002,17-6497-51295,"Talon, L.",H7554,Phelps Twp.,"clip check date, clip check date Aug 2001",,,,,,,,,,,,,,
2045,APPROVED,2002,17-6507-51117,Pond L.,H6323,Boulter Twp.,,,,,,,,,,,,,,,
2046,APPROVED,2002,17-6747-51167,Papineau L.,H6314,Papineau Twp.,"clip date, clip check date Aug 2001",,,,,,,,,,,,,,
2048,APPROVED,2002,17-5947-51034,Stormy L.,H6313,Patterson Twp.,"clip date, clip check date Aug 2001",,,,,,,,,,,,,,
2049,APPROVED,2002,17-6499-51366,Olmstead L.,H6301,Olrig Twp.,"clip date, clip check date Aug 2001",,,,,,,,,,,,,,
2050,APPROVED,2002,17-6578-51479,Crooked L.,H6302,Antoine Twp.,"clip date, clip check date Aug 2001",,,,,,,,,,,,,,
2051,APPROVED,2002,17-6446-51426,Mirror L.,H7942,Phelps Twp.,,,,,,,,,,,,,,,
2052,APPROVED,2002,17-6491-51532,Sparks L.,H7939,Butler Twp.,,,,,,,,,,,,,,,
2053,APPROVED,2002,17-6416-51500,Antoine L.,H7937,French Twp.,,,,,,,,,,,,,,,
2054,APPROVED,2002,17-6402-51487,Eighty Acre L.,H7938,French Twp.,,,,,,,,,,,,,,,
2055,APPROVED,2002,17-6537-51099,Guilmette L.,H7930,Boulter Twp.,,,,,,,,,,,,,,,
2056,APPROVED,2002,17-6537-51099,Guilmette L.,H7929,H7929,,,,,,,,,,,,,,,
2651,APPROVED,2003,18-3047-50062,Stringers L.,,Also known as Beaudrie Lake,,,,,,,,,,,,,,,
2652,APPROVED,2002,17-5371-53194,Galer L.,H5662,,,,,,,,,,,,,,,,
2653,APPROVED,2002,17-5353-53360,Beaver L.,H5664,,,,,,,,,,,,,,,,
2654,APPROVED,2002,17-5318-53459,Jessups L.,H5665,,,,,,,,,,,,,,,,
2655,APPROVED,2002,17-5312-53485,Grey L.,H5666,,,,,,,,,,,,,,,,
2731,APPROVED,2002,17-5123-52719,Crawford L.,H5705,,,,,,,,,,,,,,,,
2733,APPROVED,2002,17-5410-52732,Crane L.,H5708,,,,,,,,,,,,,,,,
2734,APPROVED,2002,17-5232-52811,Flatstone L.,H5709,,,,,,,,,,,,,,,,
2736,APPROVED,2002,17-5040-52727,Boot L.,H5711,,,,,,,,,,,,,,,,
2925,APPROVED,2002,17-3352-52943,Cecile L.,H9309,,,,,,,,,,,,,,,,
2926,APPROVED,2002,17-3391-53092,Waweya L.,H9310,,,,,,,,,,,,,,,,
2927,APPROVED,2002,17-3047-53175,Sunset L.,H9311,,,,,,,,,,,,,,,,
2928,APPROVED,2002,17-3892-53167,Harry L.,H9312,,,,,,,,,,,,,,,,
2929,APPROVED,2002,17-3380-53074,Westover L.,H9313,,,,,,,,,,,,,,,,
2931,APPROVED,2002,17-3329-53010,Wuskwi L.,H9316,,,,,,,,,,,,,,,,
2932,APPROVED,2002,17-3132-52828,Chappise L. 59,H9317,,,,,,,,,,,,,,,,
2933,APPROVED,2002,17-3138-52826,Chappise L. 58,H9318,,,,,,,,,,,,,,,,
2934,APPROVED,2002,17-3192-52832,Wiener L.,H9319,,,,,,,,,,,,,,,,
2935,APPROVED,2002,17-3240-52938,Sootheran L.,H9320,,,,,,,,,,,,,,,,
2937,APPROVED,2002,17-3932-53437,Sherry L.,H9323,,,,,,,,,,,,,,,,
2938,APPROVED,2002,17-3340-53046,Emerald L.,H9314,,,,,,,,,,,,,,,,
2939,APPROVED,2002,17-3858-53281,Ivanhoe L. 41,H9324,transit method recorded as 18C on 431- C not defined,,,,,,,,,,,,,,,
2942,APPROVED,2001,17-3872-51356,Pecors L.,Eggs collected from Aubrey Lake,Numbers stocked is a very rough estimate,,,,,,,,,,,,,,,
2943,APPROVED,2002,17-3864-53313,Ivanhoe L. 1,H5501,,,,,,,,,,,,,,,,
2944,APPROVED,2002,17-3865-53249,Ivanhoe L. 50,H5502,,,,,,,,,,,,,,,,
2946,APPROVED,2002,17-3896-53357,Midway L.,H5505,,,,,,,,,,,,,,,,
1954,APPROVED,2002,17-3207-52050,Boyer L.,H66533,,,,,,,,,,,,,,,,
1955,APPROVED,2002,17-3392-52033,Brown L.,H6534,,,,,,,,,,,,,,,,
1957,APPROVED,2002,17-3225-51473,Jackpine L.,H6545,,,,,,,,,,,,,,,,
1959,APPROVED,2002,17-3445-51523,Rackey L.,H6547,,,,,,,,,,,,,,,,
1960,APPROVED,2002,17-3365-51655,Roothouse L.,H6548,,,,,,,,,,,,,,,,
1961,APPROVED,2002,17-3155-51629,Beilhartz L.,H6549,,,,,,,,,,,,,,,,
1962,APPROVED,2002,17-3188-51669,Seven Camp L.,H6650,,,,,,,,,,,,,,,,
1963,APPROVED,2002,17-3365-51763,Massop L.,H6553,,,,,,,,,,,,,,,,
1964,APPROVED,2002,17-3245-52040,Heal L.,H6555,,,,,,,,,,,,,,,,
1965,APPROVED,2002,17-3257-51829,Rioux L. 10,H6558,Rioux #10 L.,,,,,,,,,,,,,,,
1967,APPROVED,2002,17-3755-51470,Gander L.,H6604,,,,,,,,,,,,,,,,
1968,APPROVED,2002,17-3745-51480,Cinder L.,H6605,,,,,,,,,,,,,,,,
1969,APPROVED,2002,17-3699-51558,"Twentythree, L.",H6606,,,,,,,,,,,,,,,,
1953,APPROVED,2002,17-3144-51627,Jimmy L.,H6532,,,,,,,,,,,,,,,,
1970,APPROVED,2002,17-3676-51766,Square L.,H6607,,,,,,,,,,,,,,,,
1972,APPROVED,2002,17-3688-51840,Portelance L.,H6620,,,,,,,,,,,,,,,,
2658,APPROVED,2002,17-5834-53486,Panagapka L.,H5668,,,,,,,,,,,,,,,,
2659,APPROVED,2002,17-5831-53459,Rozon L.,H5669,,,,,,,,,,,,,,,,
2660,APPROVED,2002,17-5819-53339,Crystal L.,H5670,,,,,,,,,,,,,,,,
2661,APPROVED,2002,17-5388-52737,Roadhouse L. 20,H5671,Roadhouse #20 L.,,,,,,,,,,,,,,,
2662,APPROVED,2002,17-5830-53532,Lulu L.,H5672,,,,,,,,,,,,,,,,
2663,APPROVED,2002,17-5830-53526,Gaf L.,H5673,,,,,,,,,,,,,,,,
2664,APPROVED,2002,17-5863-53774,Carlyle L.,H5674,,,,,,,,,,,,,,,,
2665,APPROVED,2002,17-5826-53502,Ramey L.,H5675,,,,,,,,,,,,,,,,
2666,APPROVED,2002,17-5705-53462,Ferguson L.,H5676,,,,,,,,,,,,,,,,
2667,APPROVED,2002,17-5737-53426,Dorothy L.,H5677,,,,,,,,,,,,,,,,
2668,APPROVED,2002,17-5828-53547,Mall L.,H5678,,,,,,,,,,,,,,,,
2671,APPROVED,2002,17-5828-53500,Vannier L.,H5682,,,,,,,,,,,,,,,,
2672,APPROVED,2002,17-5839-53575,Thrasher L.,H5683,,,,,,,,,,,,,,,,
2673,APPROVED,2002,17-5840-53551,Bea L.,H5684,,,,,,,,,,,,,,,,
2678,APPROVED,2003,16-3827-54155,Moonshine L.,,Stocking: loaded onto a helicopter at Dorion FCS,,,,,,,,,,,,,,,
2679,APPROVED,2003,16-3826-54148,Moonshine 11 L.,,Stocking: loaded onto a helicopter at Dorion FCS,,,,,,,,,,,,,,,
1440,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7809,,,,,,,,,,,,,,,,
1443,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7810,,,,,,,,,,,,,,,,
1973,APPROVED,2002,17-3733-51470,Flag L.,H6621,,,,,,,,,,,,,,,,
1974,APPROVED,2002,17-3536-51201,Bass L.,H6638,,,,,,,,,,,,,,,,
2572,APPROVED,2002,17-5734-52851,Dogget L.,H5604,,,,,,,,,,,,,,,,
2574,APPROVED,2002,17-5990-53004,Clear L.,H5605,,,,,,,,,,,,,,,,
2575,APPROVED,2002,17-5286-52678,Sunshine L.,H5606,,,,,,,,,,,,,,,,
2576,APPROVED,2002,17-5977-53024,Wendigo L.,H5607,,,,,,,,,,,,,,,,
2582,APPROVED,2002,17-5283-52676,Trappershack L.,H5612,,,,,,,,,,,,,,,,
2584,APPROVED,2002,17-5305-52643,Beauty L.,H5613,,,,,,,,,,,,,,,,
2586,APPROVED,2002,17-5305-52643,Beauty L.,H5614,,,,,,,,,,,,,,,,
2681,APPROVED,2003,16-3828-54144,Moonshine 111 L.,,Stocking: loaded onto a helicopter at Dorion FCS,,,,,,,,,,,,,,,
2682,APPROVED,2003,16-3954-54218,Nipigon L. 39,,Stocking: loaded onto a helicopter at Dorion FCS,,,,,,,,,,,,,,,
2683,APPROVED,2003,16-3962-54318,Nipigon L. 34,,Stocking: loaded onto a helicopter at Dorion FCS,,,,,,,,,,,,,,,
2684,APPROVED,2003,16-3948-54323,Nipigon L. 19,,Stocking: loaded onto a helicopter at Dorion FCS,,,,,,,,,,,,,,,
2685,APPROVED,2003,16-4022-54324,Lofquist L.,,Stocking: truck-dip net- lake,,,,,,,,,,,,,,,
2687,APPROVED,2003,16-4022-54324,Lofquist L.,,Stocking: truck-dip net- lake,,,,,,,,,,,,,,,
2688,APPROVED,2003,16-3564-54403,Caro L.,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
2689,APPROVED,2003,16-4005-54522,Male L.,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
2690,APPROVED,2003,16-3902-54246,Driftstone L.,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
2691,APPROVED,2003,16-3965-54502,Malborne L.,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
2693,APPROVED,2003,16-4022-54324,Lofquist L.,,Stocking: truck-dip net-lake,,,,,,,,,,,,,,,
495,APPROVED,2003,17-7415-48483,"Ontario, L.","H9355
source waterbody = Credit River",,,,,,,,,,,,,,,,
497,APPROVED,2003,17-7415-48483,"Ontario, L.","H9356
source waterbody = Credit River",,,,,,,,,,,,,,,,
501,APPROVED,2003,17-7415-48483,"Ontario, L.","H9358
source waterbody = Credit River",,,,,,,,,,,,,,,,
502,APPROVED,2003,17-7415-48483,"Ontario, L.","H9359
source waterbody = Credit River",site unsuitable for stocking - safety concern for staff/truck/trailer,,,,,,,,,,,,,,,
1316,APPROVED,2003,16-5000-53161,"Superior, L.",,Site name should be Rudderhead Point,,,,,,,,,,,,,,,
1322,APPROVED,2003,16-5000-53161,"Superior, L.",,Rudderhead Point,,,,,,,,,,,,,,,
1417,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7834,UTM 18 3518 48705,,,,,,,,,,,,,,,
1418,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7836,"UTM 18 3732 48784
EST MORT OFF BOAT 35",,,,,,,,,,,,,,,
1408,APPROVED,2003,17-7415-48483,"Ontario, L.",H2237,,,,,,,,,,,,,,,,
1410,APPROVED,2003,17-7415-48483,"Ontario, L.",H2239,,,,,,,,,,,,,,,,
2590,APPROVED,2002,17-5113-52698,Elkhorn L.,H5615,,,,,,,,,,,,,,,,
2592,APPROVED,2002,17-5215-52802,Babs L.,H5616,,,,,,,,,,,,,,,,
2594,APPROVED,2002,17-4955-52795,Moon L.,H5617,,,,,,,,,,,,,,,,
2596,APPROVED,2002,17-5208-52783,Miller L.,H5618,,,,,,,,,,,,,,,,
2599,APPROVED,2002,17-5425-52860,Silverclaim L.,H5619,,,,,,,,,,,,,,,,
2600,APPROVED,2002,17-4950-52793,Tiger L.,H5620,,,,,,,,,,,,,,,,
2603,APPROVED,2002,17-5315-53469,Cootie L.,H5624,,,,,,,,,,,,,,,,
2604,APPROVED,2002,17-5300-53515,McEvay L. 30,H5652,Briere #30 :.,,,,,,,,,,,,,,,
2605,APPROVED,2002,17-5307-53492,Potvin L.,H5626,,,,,,,,,,,,,,,,
2606,APPROVED,2002,17-5751-53413,Nettie L.,H5628,,,,,,,,,,,,,,,,
2608,APPROVED,2002,17-5751-53413,Nettie L.,H5629,,,,,,,,,,,,,,,,
503,APPROVED,2003,17-7415-48483,"Ontario, L.","H9360
source waterbody = Credit River",,,,,,,,,,,,,,,,
505,APPROVED,2003,17-7415-48483,"Ontario, L.","H9361
source waterbody = Credit River",,,,,,,,,,,,,,,,
2947,APPROVED,2002,17-3422-52756,Marylyn L.,H5506,,,,,,,,,,,,,,,,
2948,APPROVED,2002,17-3469-52755,Tony L.,H5507,,,,,,,,,,,,,,,,
2950,APPROVED,2002,17-3392-52785,Nimitz L. 15,H5509,,,,,,,,,,,,,,,,
2953,APPROVED,2002,16-7198-53117,Curry C L.,H5512,,,,,,,,,,,,,,,,
2954,APPROVED,2002,17-2959-53049,Square L.,H5513,,,,,,,,,,,,,,,,
2955,APPROVED,2002,17-3392-52727,Mike L.,H5514,,,,,,,,,,,,,,,,
2956,APPROVED,2002,17-3392-52731,Pat L.,H5515,,,,,,,,,,,,,,,,
2957,APPROVED,2002,17-3501-52609,Phyl's,H5516,,,,,,,,,,,,,,,,
2611,APPROVED,2002,17-5743-53414,Rathwell L.,H5631,,,,,,,,,,,,,,,,
1576,APPROVED,2003,17-7415-48483,"Ontario, L.",H10061,,,,,,,,,,,,,,,,
429,APPROVED,2003,17-7415-48483,"Ontario, L.","H9333
source waterbody = Credit River",,,,,,,,,,,,,,,,
430,APPROVED,2003,17-7415-48483,"Ontario, L.","H9334
source waterbody = Credit River",,,,,,,,,,,,,,,,
431,APPROVED,2003,17-7415-48483,"Ontario, L.","H9335
source waterbody = Credit River",,,,,,,,,,,,,,,,
432,APPROVED,2003,17-7415-48483,"Ontario, L.","H9336
source waterbody = Credit River",,,,,,,,,,,,,,,,
2146,APPROVED,2003,16-6022-54491,Nickle L. 34,,Stocking: truck-bags-ATV-lake,,,,,,,,,,,,,,,
2148,APPROVED,2003,18-3741-49489,Bobs L.,Off Road,,,,,,,,,,,,,,,,
2150,APPROVED,2003,16-5816-54164,Eric L.,,Stocking: truck-bags-ATV-lake,,,,,,,,,,,,,,,
2151,APPROVED,2003,18-3880-49279,Upper Rock L.,Off Road,,,,,,,,,,,,,,,,
2152,APPROVED,2003,16-5830-54434,Gaug L.,,Stocking: truck-bags-ATV-lake,,,,,,,,,,,,,,,
2153,APPROVED,2003,16-6017-54451,Emerald L.,,Stocking: hatchery truck-area truck with bonair tank-lake,,,,,,,,,,,,,,,
2154,APPROVED,2003,18-3754-49244,Cronk L.,Off Road,,,,,,,,,,,,,,,,
2156,APPROVED,2003,18-3795-49263,Draper L.,Private Dock,,,,,,,,,,,,,,,,
2157,APPROVED,2003,18-3938-49203,Dog L.,Private Cottage,,,,,,,,,,,,,,,,
2158,APPROVED,2003,18-3873-49226,Loughborough L.,Private Dock,,,,,,,,,,,,,,,,
2160,APPROVED,2003,18-3719-49514,Crow L.,Public Dock,,,,,,,,,,,,,,,,
2161,APPROVED,2003,18-3754-49244,Cronk L.,Off Road,,,,,,,,,,,,,,,,
433,APPROVED,2003,17-7415-48483,"Ontario, L.","H9337
source waterbody = Credit River",,,,,,,,,,,,,,,,
434,APPROVED,2003,17-7415-48483,"Ontario, L.","H9338
source waterbody = Salmon River",,,,,,,,,,,,,,,,
435,APPROVED,2003,17-7415-48483,"Ontario, L.","H9339
source waterbody = Credit River",,,,,,,,,,,,,,,,
436,APPROVED,2003,17-7415-48483,"Ontario, L.","H9340
source waterbody = Credit River",,,,,,,,,,,,,,,,
437,APPROVED,2003,17-7415-48483,"Ontario, L.",H9365,stocked in the park at the elbow-bend pool,,,,,,,,,,,,,,,
438,APPROVED,2003,17-7415-48483,"Ontario, L.",H9364,,,,,,,,,,,,,,,,
439,APPROVED,2003,17-7415-48483,"Ontario, L.",H9362,,,,,,,,,,,,,,,,
440,APPROVED,2003,17-7415-48483,"Ontario, L.",H9363,Dominion St. Bridge site (010-17-5802-48505),,,,,,,,,,,,,,,
441,APPROVED,2003,17-7415-48483,"Ontario, L.",H9368,stocked using watering cans,,,,,,,,,,,,,,,
444,APPROVED,2003,17-7415-48483,"Ontario, L.","H9344
source waterbody = Credit River",,,,,,,,,,,,,,,,
446,APPROVED,2003,17-7415-48483,"Ontario, L.","H9345
source waterbody = Credit River",,,,,,,,,,,,,,,,
448,APPROVED,2003,17-7415-48483,"Ontario, L.","H9346
source waterbody = Credit River",,,,,,,,,,,,,,,,
451,APPROVED,2003,17-7415-48483,"Ontario, L.","H9348
source waterbody = Credit River",,,,,,,,,,,,,,,,
1152,APPROVED,2003,16-3132-54041,Dog L.,,Stocking: truck-boat-lake,,,,,,,,,,,,,,,
1153,APPROVED,2003,16-3132-54041,Dog L.,,Stocking: flushed from the truck,,,,,,,,,,,,,,,
1154,APPROVED,2003,16-3132-54041,Dog L.,,Stocking: truck-boat-lake,,,,,,,,,,,,,,,
1155,APPROVED,2003,16-3132-54041,Dog L.,,Stocking: truck-boat-lake,,,,,,,,,,,,,,,
1237,APPROVED,2003,16-2947-57245,Whiz L.,,Stocking: truck-bags-truck-lake,,,,,,,,,,,,,,,
1241,APPROVED,2003,15-6178-55745,Mile 40 L.,,Stocking: truck-bags-ATV-lake,,,,,,,,,,,,,,,
2165,APPROVED,2003,18-3796-49358,Moulton L.,Mid-Lake,,,,,,,,,,,,,,,,
2166,APPROVED,2003,18-3801-49387,Paddys L.,Mid-Lake,,,,,,,,,,,,,,,,
2170,APPROVED,2003,18-3503-49630,Hungry L.,Mid-Lake,,,,,,,,,,,,,,,,
2171,APPROVED,2003,18-3503-49630,Hungry L.,Mid-Lake,,,,,,,,,,,,,,,,
2172,APPROVED,2003,18-3503-49630,Hungry L.,Mid-Lake,,,,,,,,,,,,,,,,
2173,APPROVED,2003,18-3503-49630,Hungry L.,Mid-Lake,,,,,,,,,,,,,,,,
2179,APPROVED,2003,18-4111-49593,Otter L.,,Township Park,,,,,,,,,,,,,,,
2181,APPROVED,2003,18-4111-49593,Otter L.,2nd stocking for this day ... larger fish,Township Park,,,,,,,,,,,,,,,
2183,APPROVED,2003,18-4111-49593,Otter L.,,Township Park,,,,,,,,,,,,,,,
2184,APPROVED,2003,18-4111-49593,Otter L.,,Township Park,,,,,,,,,,,,,,,
2186,APPROVED,2003,18-3735-49648,Silver L.,,MTO Park,,,,,,,,,,,,,,,
2187,APPROVED,2003,18-4111-49593,Otter L.,,East Shore,,,,,,,,,,,,,,,
1411,APPROVED,2003,17-7415-48483,"Ontario, L.",H2240,,,,,,,,,,,,,,,,
1412,APPROVED,2003,17-7415-48483,"Ontario, L.",H2241,,,,,,,,,,,,,,,,
1413,APPROVED,2003,17-7415-48483,"Ontario, L.",H2242,,,,,,,,,,,,,,,,
1419,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7838,"UTM 18 3608 48792
EST. MORT OFF BOAT 75",,,,,,,,,,,,,,,
1424,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7841,"UTM 18 3539 48644
EST. MORT OFF BOAT 15",,,,,,,,,,,,,,,
1432,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7807,,,,,,,,,,,,,,,,
1434,APPROVED,2003,17-7415-48483,"Ontario, L.",431 H 7808,,,,,,,,,,,,,,,,
1157,APPROVED,2003,16-3132-54041,Dog L.,,Stocking: flushed from the truck,,,,,,,,,,,,,,,
1158,APPROVED,2003,16-3132-54041,Dog L.,,Stocking: flushed from the truck,,,,,,,,,,,,,,,
1159,APPROVED,2003,16-3778-54100,Cavern L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1160,APPROVED,2003,16-3800-54060,Fall L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1161,APPROVED,2003,16-3768-53865,Caribou L.,,Stocking: truck-pail-lake,,,,,,,,,,,,,,,
1162,APPROVED,2003,16-3774-53972,Mutt L.,,Stocking: truck-helicopter-lake,,,,,,,,,,,,,,,
1163,APPROVED,2003,16-3726-54009,Himdick L.,,Stocking: truck-helicopter-lake,,,,,,,,,,,,,,,
1164,APPROVED,2003,16-3763-53995,Sunset L.,,Stocking: truck-helicopter-lake,,,,,,,,,,,,,,,
